school_id,name,type,level,state,county,city,district,zip,rating,tuition_min,tuition_max,student_count,teacher_student_ratio,ap_courses,clubs,application_deadline,website,application_fee,description
10000701422,Robert F Bumpus Middle School,Public,Middle School,Alabama,Jefferson,Hoover,Hoover City,35244,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/bumpus,0,"Public middle school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000701456,Spain Park High School,Public,High School,Alabama,Shelby,Hoover,Hoover City,35242,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/sphs,0,"Public high school in Hoover, Shelby County, Alabama. Part of Hoover City."
10000701483,Deer Valley Elementary School,Public,Preschool,Alabama,Jefferson,Hoover,Hoover City,35226,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/deervalley,0,"Public preschool school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000701738,Bluff Park Elementary School,Public,Elementary,Alabama,Jefferson,Hoover,Hoover City,35226,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/bluffpark,0,"Public elementary school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000701739,Green Valley Elementary School,Public,Preschool,Alabama,Jefferson,Hoover,Hoover City,35226,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/greenvalley,0,"Public preschool school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000701740,Gwin Elementary School,Public,Preschool,Alabama,Jefferson,Hoover,Hoover City,35226,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/gwin,0,"Public preschool school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000701741,Ira F Simmons Middle School,Public,Middle School,Alabama,Jefferson,Hoover,Hoover City,35226,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/simmons,0,"Public middle school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000701742,Rocky Ridge Elementary School,Public,Preschool,Alabama,Jefferson,Hoover,Hoover City,35243,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/rockyridge,0,"Public preschool school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000701743,Shades Mountain Elementary School,Public,Elementary,Alabama,Jefferson,Hoover,Hoover City,35226,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/shadesmountain,0,"Public elementary school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000702091,Riverchase Elementary School,Public,Elementary,Alabama,Jefferson,Hoover,Hoover City,35244,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net,0,"Public elementary school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000702186,Brocks Gap Intermediate School,Public,Elementary,Alabama,Jefferson,Hoover,Hoover City,35244,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net/brocksgap,0,"Public elementary school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000702359,Crossroads School,Public,High School,Alabama,Jefferson,Hoover,Hoover City,35244,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net,0,"Public high school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000702487,Riverchase Career Connection Center,Vocational,High School,Alabama,Jefferson,Hoover,Hoover City,35244,0.0,0,0,0,N/A,0,0,Contact school,http://www.hoovercityschools.net,0,"Vocational high school in Hoover, Jefferson County, Alabama. Part of Hoover City."
10000800303,Horizon Elementary School,Public,Elementary,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://hrzn.madisoncity.k12.al.us,0,"Public elementary school in Madison, Madison County, Alabama. Part of Madison City."
10000800495,Discovery Middle School,Public,Middle School,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://dms.madisoncity.k12.al.us,0,"Public middle school in Madison, Madison County, Alabama. Part of Madison City."
10000800831,Bob Jones High School,Public,High School,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://bjhs.madisoncity.k12.al.us,0,"Public high school in Madison, Madison County, Alabama. Part of Madison City."
10000800839,Madison Elementary School,Public,Elementary,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://mes.madisoncity.k12.al.us,0,"Public elementary school in Madison, Madison County, Alabama. Part of Madison City."
10000800851,MidTown Elementary School,Public,Elementary,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://wmes.madisoncity.k12.al.us,0,"Public elementary school in Madison, Madison County, Alabama. Part of Madison City."
10000801423,Heritage Elementary School,Public,Elementary,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://hrtg.madisoncity.k12.al.us,0,"Public elementary school in Madison, Madison County, Alabama. Part of Madison City."
10000801485,Rainbow Elementary School,Public,Elementary,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://res.madisoncity.k12.al.us,0,"Public elementary school in Madison, Madison County, Alabama. Part of Madison City."
10000801798,Liberty Middle School,Public,Middle School,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://lms.madisoncity.k12.al.us,0,"Public middle school in Madison, Madison County, Alabama. Part of Madison City."
10000802097,Columbia Elementary School,Public,Elementary,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://ces.madisoncity.k12.al.us,0,"Public elementary school in Madison, Madison County, Alabama. Part of Madison City."
10000802133,Mill Creek Elementary School,Public,Preschool,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://mces@madisoncity.k12.al.us,0,"Public preschool school in Madison, Madison County, Alabama. Part of Madison City."
10000802198,James Clemens High School,Public,High School,Alabama,Limestone,Madison,Madison City,35756,0.0,0,0,0,N/A,0,0,Contact school,http://www.jchs.madisoncity.k12.al.us,0,"Public high school in Madison, Limestone County, Alabama. Part of Madison City."
10000802397,Madison City School PreK Center,Public,Preschool,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,http://prek.madisoncity.k12.al.us,0,"Public preschool school in Madison, Madison County, Alabama. Part of Madison City."
10000802522,Journey Middle School,Public,Middle School,Alabama,Madison,Madison,Madison City,35758,0.0,0,0,0,N/A,0,0,Contact school,,0,"Public middle school in Madison, Madison County, Alabama. Part of Madison City."
10000901403,Alabama School For Deaf,Special Ed,Elementary,Alabama,Talladega,Talladega,Al Inst Deaf And Blind,35160,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Talladega, Talladega County, Alabama. Part of Al Inst Deaf And Blind."
10000901404,Alabama School For Blind,Special Ed,Elementary,Alabama,Talladega,Talladega,Al Inst Deaf And Blind,35160,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Talladega, Talladega County, Alabama. Part of Al Inst Deaf And Blind."
10000901405,Helen Keller School,Special Ed,Elementary,Alabama,,Talladega,Al Inst Deaf And Blind,35161,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Talladega, Alabama. Part of Al Inst Deaf And Blind."
10000901406,E H Gentry Technical Facility,Special Ed,High School,Alabama,,Talladega,Al Inst Deaf And Blind,35161,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed high school in Talladega, Alabama. Part of Al Inst Deaf And Blind."
10000902231,Child Count Only,Special Ed,Elementary,Alabama,Madison,Huntsville,Al Inst Deaf And Blind,35801,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Huntsville, Madison County, Alabama. Part of Al Inst Deaf And Blind."
10001102094,Leeds Elementary School,Public,Elementary,Alabama,Jefferson,Leeds,Leeds City,35094,0.0,0,0,0,N/A,0,0,Contact school,http://www.leedsk12.org,0,"Public elementary school in Leeds, Jefferson County, Alabama. Part of Leeds City."
10001102095,Leeds Middle School,Public,Middle School,Alabama,Jefferson,Leeds,Leeds City,35094,0.0,0,0,0,N/A,0,0,Contact school,http://www.leedsmiddle.org,0,"Public middle school in Leeds, Jefferson County, Alabama. Part of Leeds City."
10001102096,Leeds High School,Public,High School,Alabama,Jefferson,Leeds,Leeds City,35094,0.0,0,0,0,N/A,0,0,Contact school,http://www.leedsk12.org,0,"Public high school in Leeds, Jefferson County, Alabama. Part of Leeds City."
10001102430,Leeds Primary School,Public,Preschool,Alabama,Jefferson,Leeds,Leeds City,35094,0.0,0,0,0,N/A,0,0,Contact school,http://www.leedsprimary.org,0,"Public preschool school in Leeds, Jefferson County, Alabama. Part of Leeds City."
10001200123,Boaz Middle School,Public,Middle School,Alabama,Marshall,Boaz,Boaz City,35957,0.0,0,0,0,N/A,0,0,Contact school,http://www.boazk12.org/bms,0,"Public middle school in Boaz, Marshall County, Alabama. Part of Boaz City."
10001200874,Boaz High School,Public,High School,Alabama,Marshall,Boaz,Boaz City,35957,0.0,0,0,0,N/A,0,0,Contact school,http://www.boazk12.org/bhs,0,"Public high school in Boaz, Marshall County, Alabama. Part of Boaz City."
10001200884,Corley Elementary School,Public,Elementary,Alabama,Marshall,Boaz,Boaz City,35957,0.0,0,0,0,N/A,0,0,Contact school,http://www.boazk12.org/ces,0,"Public elementary school in Boaz, Marshall County, Alabama. Part of Boaz City."
10001201630,Boaz Intermediate School,Public,Elementary,Alabama,Marshall,Boaz,Boaz City,35957,0.0,0,0,0,N/A,0,0,Contact school,http://www.boazk12.org/bis,0,"Public elementary school in Boaz, Marshall County, Alabama. Part of Boaz City."
10001201781,Boaz Elementary School,Public,Preschool,Alabama,Marshall,Boaz,Boaz City,35957,0.0,0,0,0,N/A,0,0,Contact school,http://www.boazk12.org/bes,0,"Public preschool school in Boaz, Marshall County, Alabama. Part of Boaz City."
10001300714,HewittTrussville Middle School,Public,Middle School,Alabama,Jefferson,Trussville,Trussville City,35173,0.0,0,0,0,N/A,0,0,Contact school,http://trussvillecityschools.com/htms,0,"Public middle school in Trussville, Jefferson County, Alabama. Part of Trussville City."
10001301498,Paine Elementary School,Public,Preschool,Alabama,Jefferson,Trussville,Trussville City,35173,0.0,0,0,0,N/A,0,0,Contact school,http://www.trussvillecityschools.com/Domain/9,0,"Public preschool school in Trussville, Jefferson County, Alabama. Part of Trussville City."
10001301682,HewittTrussville High School,Public,High School,Alabama,Jefferson,Trussville,Trussville City,35173,0.0,0,0,0,N/A,0,0,Contact school,http://trussvillecityschools.com/hths,0,"Public high school in Trussville, Jefferson County, Alabama. Part of Trussville City."
10001302401,Magnolia Elementary School,Public,Elementary,Alabama,Jefferson,Trussville,Trussville City,35173,0.0,0,0,0,N/A,0,0,Contact school,http://www.magnoliaelementaryschool.com,0,"Public elementary school in Trussville, Jefferson County, Alabama. Part of Trussville City."
10001302402,Cahaba Elementary School,Public,Elementary,Alabama,Jefferson,Trussville,Trussville City,35173,0.0,0,0,0,N/A,0,0,Contact school,http://www.cahabaelementaryschool.com,0,"Public elementary school in Trussville, Jefferson County, Alabama. Part of Trussville City."
10003000001,Alexander City Middle School,Public,Middle School,Alabama,Tallapoosa,Alexander City,Alexander City,35010,0.0,0,0,0,N/A,0,0,Contact school,http://www.alexcityschools.net,0,"Public middle school in Alexander City, Tallapoosa County, Alabama. Part of Alexander City."
10003000003,Benjamin Russell High School,Public,High School,Alabama,Tallapoosa,Alexander City,Alexander City,35010,0.0,0,0,0,N/A,0,0,Contact school,http://www.alexcityschools.net,0,"Public high school in Alexander City, Tallapoosa County, Alabama. Part of Alexander City."
10003000004,Jim Pearson Elementary School,Public,Preschool,Alabama,Tallapoosa,Alexander City,Alexander City,35010,0.0,0,0,0,N/A,0,0,Contact school,http://www.alexcityschools.net,0,"Public preschool school in Alexander City, Tallapoosa County, Alabama. Part of Alexander City."
10003000005,Nathaniel H Stephens Elementary School,Public,Elementary,Alabama,Tallapoosa,Alexander City,Alexander City,35010,0.0,0,0,0,N/A,0,0,Contact school,http://www.alexcityschools.net,0,"Public elementary school in Alexander City, Tallapoosa County, Alabama. Part of Alexander City."
10003000006,William L Radney Elementary School,Public,Middle School,Alabama,Tallapoosa,Alexander City,Alexander City,35010,0.0,0,0,0,N/A,0,0,Contact school,http://www.alexcityschools.net,0,"Public middle school in Alexander City, Tallapoosa County, Alabama. Part of Alexander City."
10006000007,Andalusia High School,Public,High School,Alabama,Covington,Andalusia,Andalusia City,36420,0.0,0,0,0,N/A,0,0,Contact school,http://www.andalusia.k12.al.us/AHS/,0,"Public high school in Andalusia, Covington County, Alabama. Part of Andalusia City."
10006000008,Andalusia Junior High,Public,Middle School,Alabama,Covington,Andalusia,Andalusia City,36420,0.0,0,0,0,N/A,0,0,Contact school,http://www.andalusia.k12.al.us/AMS/,0,"Public middle school in Andalusia, Covington County, Alabama. Part of Andalusia City."
10006001467,Andalusia Elementary School,Public,Preschool,Alabama,Covington,Andalusia,Andalusia City,36474,0.0,0,0,0,N/A,0,0,Contact school,http://www.andalusia.k12.al.us/AES/,0,"Public preschool school in Andalusia, Covington County, Alabama. Part of Andalusia City."
10009000011,Anniston High School,Public,High School,Alabama,Calhoun,Anniston,Anniston City,36207,0.0,0,0,0,N/A,0,0,Contact school,http://www.annistonschools.com,0,"Public high school in Anniston, Calhoun County, Alabama. Part of Anniston City."
10009000017,Golden Springs Elementary School,Public,Elementary,Alabama,Calhoun,Anniston,Anniston City,36207,0.0,0,0,0,N/A,0,0,Contact school,http://www.annistonschools.com,0,"Public elementary school in Anniston, Calhoun County, Alabama. Part of Anniston City."
10009000020,Randolph Park Elementary School,Public,Elementary,Alabama,Calhoun,Anniston,Anniston City,36201,0.0,0,0,0,N/A,0,0,Contact school,http://www.annistonschools.com,0,"Public elementary school in Anniston, Calhoun County, Alabama. Part of Anniston City."
10009001246,Anniston City Boot Camp School,Public,High School,Alabama,Calhoun,Anniston,Anniston City,36206,0.0,0,0,0,N/A,0,0,Contact school,http://www.annistonschools.com,0,"Public high school in Anniston, Calhoun County, Alabama. Part of Anniston City."
10009001725,Anniston Middle School,Public,Middle School,Alabama,Calhoun,Anniston,Anniston City,36206,0.0,0,0,0,N/A,0,0,Contact school,http://www.annistonschools.com,0,"Public middle school in Anniston, Calhoun County, Alabama. Part of Anniston City."
10009001782,Cobb Preparatory Academy,Public,Preschool,Alabama,Calhoun,Anniston,Anniston City,36201,0.0,0,0,0,N/A,0,0,Contact school,http://www.annistonschools.com,0,"Public preschool school in Anniston, Calhoun County, Alabama. Part of Anniston City."
10010000022,Arab Elementary School,Public,Elementary,Alabama,Marshall,Arab,Arab City,35016,0.0,0,0,0,N/A,0,0,Contact school,http://www.arabcityschools.org,0,"Public elementary school in Arab, Marshall County, Alabama. Part of Arab City."
10010000025,Arab Primary School,Public,Preschool,Alabama,Marshall,Arab,Arab City,35016,0.0,0,0,0,N/A,0,0,Contact school,http://www.aps.arabcityschools.org,0,"Public preschool school in Arab, Marshall County, Alabama. Part of Arab City."
10010000027,Arab Junior High School,Public,Middle School,Alabama,Marshall,Arab,Arab City,35016,0.0,0,0,0,N/A,0,0,Contact school,http://www.arabcityschools.org,0,"Public middle school in Arab, Marshall County, Alabama. Part of Arab City."
10010000028,Arab High School,Public,High School,Alabama,Marshall,Arab,Arab City,35016,0.0,0,0,0,N/A,0,0,Contact school,http://www.arabcityschools.org/,0,"Public high school in Arab, Marshall County, Alabama. Part of Arab City."
10012000522,Athens Intermediate School,Public,Elementary,Alabama,Limestone,Athens,Athens City,35611,0.0,0,0,0,N/A,0,0,Contact school,http://www.acs-k12.org/Domain/12,0,"Public elementary school in Athens, Limestone County, Alabama. Part of Athens City."
10012001471,Athens Elementary School,Public,Preschool,Alabama,Limestone,Athens,Athens City,35611,0.0,0,0,0,N/A,0,0,Contact school,http://www.acs-k12.org/aes,0,"Public preschool school in Athens, Limestone County, Alabama. Part of Athens City."
10012001472,Athens High School,Public,High School,Alabama,Limestone,Athens,Athens City,35611,0.0,0,0,0,N/A,0,0,Contact school,http://www.acs-k12.org/ahs,0,"Public high school in Athens, Limestone County, Alabama. Part of Athens City."
10012001473,Athens Middle School,Public,Middle School,Alabama,Limestone,Athens,Athens City,35611,0.0,0,0,0,N/A,0,0,Contact school,http://www.acs-k12.org/Domain/13,0,"Public middle school in Athens, Limestone County, Alabama. Part of Athens City."
10012001474,James L Cowart Elementary School,Public,Preschool,Alabama,Limestone,Athens,Athens City,35611,0.0,0,0,0,N/A,0,0,Contact school,http://www.acs-k12.org/CES,0,"Public preschool school in Athens, Limestone County, Alabama. Part of Athens City."
10012001475,Julian Newman Elementary School,Public,Preschool,Alabama,Limestone,Athens,Athens City,35611,0.0,0,0,0,N/A,0,0,Contact school,http://601 South Clinton Street,0,"Public preschool school in Athens, Limestone County, Alabama. Part of Athens City."
10012001758,Brookhill Elementary School,Public,Preschool,Alabama,Limestone,Athens,Athens City,35611,0.0,0,0,0,N/A,0,0,Contact school,http://www.brookhillelementary.org,0,"Public preschool school in Athens, Limestone County, Alabama. Part of Athens City."
10012002417,Athens Renaissance School,Public,Elementary,Alabama,Limestone,Athens,Athens City,35611,0.0,0,0,0,N/A,0,0,Contact school,http://www.acs-k12.org/ars,0,"Public elementary school in Athens, Limestone County, Alabama. Part of Athens City."
10017602108,Childersburg Boot Camp,Special Ed,Elementary,Alabama,Talladega,Childersburg,JF Ingram State Technical College,35044,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Childersburg, Talladega County, Alabama. Part of JF Ingram State Technical College."
10017602109,Draper Correctional Facility,Special Ed,Elementary,Alabama,Elmore,Elmore,JF Ingram State Technical College,36025,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Elmore, Elmore County, Alabama. Part of JF Ingram State Technical College."
10017602110,Tutwiler Prison,Special Ed,Elementary,Alabama,Elmore,Wetumpka,JF Ingram State Technical College,36092,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Wetumpka, Elmore County, Alabama. Part of JF Ingram State Technical College."
10017602111,W E Donaldson,Special Ed,Elementary,Alabama,Jefferson,Bessemer,JF Ingram State Technical College,35023,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Bessemer, Jefferson County, Alabama. Part of JF Ingram State Technical College."
10017602460,JF Ingram State Technical College Special Services,Special Ed,Elementary,Alabama,Elmore,Deatsville,JF Ingram State Technical College,36022,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Deatsville, Elmore County, Alabama. Part of JF Ingram State Technical College."
10017602465,Kilby Correctional Facility,Special Ed,Elementary,Alabama,Montgomery,Montgomery,JF Ingram State Technical College,36117,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Montgomery, Montgomery County, Alabama. Part of JF Ingram State Technical College."
10017602466,Staton Correctional Facility,Special Ed,Elementary,Alabama,Elmore,Elmore,JF Ingram State Technical College,36025,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Elmore, Elmore County, Alabama. Part of JF Ingram State Technical College."
10017602467,Frank Lee Youth Center,Special Ed,Elementary,Alabama,Elmore,Deatsville,JF Ingram State Technical College,36022,0.0,0,0,0,N/A,0,0,Contact school,,0,"Special Ed elementary school in Deatsville, Elmore County, Alabama. Part of JF Ingram State Technical College."
10018000033,Etowah High School,Public,High School,Alabama,Etowah,Attalla,Attalla City,35954,0.0,0,0,0,N/A,0,0,Contact school,http://www.attalla.k12.al.us,0,"Public high school in Attalla, Etowah County, Alabama. Part of Attalla City."
10018000034,Etowah Middle School,Public,Middle School,Alabama,Etowah,Attalla,Attalla City,35954,0.0,0,0,0,N/A,0,0,Contact school,http://www.attalla.k12.al.us,0,"Public middle school in Attalla, Etowah County, Alabama. Part of Attalla City."
10018000035,Attalla Elementary School,Public,Preschool,Alabama,Etowah,Attalla,Attalla City,35954,0.0,0,0,0,N/A,0,0,Contact school,http://www.attalla.k12.al.us,0,"Public preschool school in Attalla, Etowah County, Alabama. Part of Attalla City."
10018500893,Saraland Middle SchoolAdams Campus,Public,Middle School,Alabama,Mobile,Saraland,Saraland City,36571,0.0,0,0,0,N/A,0,0,Contact school,http://www.smspartans.com,0,"Public middle school in Saraland, Mobile County, Alabama. Part of Saraland City."
10018500952,Saraland Elementary School,Public,Elementary,Alabama,Mobile,Saraland,Saraland City,36571,0.0,0,0,0,N/A,0,0,Contact school,http://www.sespartans.com/,0,"Public elementary school in Saraland, Mobile County, Alabama. Part of Saraland City."
10018502137,Saraland High School,Public,High School,Alabama,Mobile,Saraland,Saraland City,36571,0.0,0,0,0,N/A,0,0,Contact school,http://www.shspartans.com,0,"Public high school in Saraland, Mobile County, Alabama. Part of Saraland City."
10018502427,Saraland Early Education Center,Public,Preschool,Alabama,Mobile,Saraland,Saraland City,36571,0.0,0,0,0,N/A,0,0,Contact school,http://www.seecspartans.com,0,"Public preschool school in Saraland, Mobile County, Alabama. Part of Saraland City."
10018802193,Chickasaw City Elementary School,Public,Preschool,Alabama,Mobile,Chickasaw,Chickasaw City,36611,0.0,0,0,0,N/A,0,0,Contact school,http://www.chickasawschools.com,0,"Public preschool school in Chickasaw, Mobile County, Alabama. Part of Chickasaw City."
10018802194,Chickasaw City High School,Public,High School,Alabama,Mobile,Chickasaw,Chickasaw City,36611,0.0,0,0,0,N/A,0,0,Contact school,http://www.chickasawschools.com,0,"Public high school in Chickasaw, Mobile County, Alabama. Part of Chickasaw City."
